Johnny Taylor,16.5,7.3,2.1,1.2,0.8,2.1,.289,.665,30.6,2.9,.548,,2.7,3.6,2,17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.2,5.8,1.8,,1.1,2.8,1.0,,0.1,0.7,0.2,,0.3,0.8,0.2,,0.2,0.5,0.2,,0.7,0.9,0.3,,0.5,0.382,1.0,,0.688,0.739,,,0.351,0.414,0.357,,0.431,0.497,0.393,,-10.0,-2.4,-7.6,,-0.1,0.2,0.0,,-0.032,0.014,-0.03,,-0.2,-0.1,0.0,
Chris Anstey,[],[],[],[],[],[],[],[],[],[],[],[],[],[],18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.9,3.3,6.0,,3.8,2.4,3.8,,0.9,0.7,0.9,,0.8,0.4,0.4,,0.7,0.3,0.3,,1.0,0.6,1.1,,0.188,0.0,0.167,,0.716,0.708,0.789,,0.398,0.36,0.442,,0.455,0.418,0.512,,-3.1,-3.1,-2.5,,0.6,0.3,1.9,,0.044,0.027,0.09,,-0.2,-0.1,-0.1,
Scot Pollard,10.3,8.3,0.7,1.3,2.6,1.5,1.000,.707,25.1,2.4,.589,,1.7,3.7,4,19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7,5.1,5.4,6.5,6.4,4.5,1.7,3.9,3.8,1.0,1.8,,2.2,5.1,5.3,6.0,7.1,4.6,2.7,4.2,4.8,1.3,1.7,,0.3,0.3,0.6,0.6,0.7,0.3,0.2,0.4,0.5,0.1,0.1,,0.2,0.5,0.7,0.6,0.9,0.6,0.4,0.6,0.8,0.2,0.1,,0.3,1.1,0.8,1.3,1.0,0.7,0.4,0.5,0.4,0.0,0.3,,0.4,0.3,0.7,0.9,0.9,0.7,0.4,0.6,0.6,0.2,0.2,,,,,0.0,,,,,,,,,0.826,0.696,0.717,0.749,0.693,0.605,0.571,0.673,0.763,0.5,0.682,,0.5,0.541,0.527,0.468,0.55,0.46,0.412,0.473,0.455,0.423,0.522,,0.555,0.576,0.584,0.53,0.59,0.497,0.43,0.506,0.495,0.432,0.597,,-0.8,0.6,2.0,0.6,2.0,-1.4,-1.6,-0.8,0.8,-3.0,-1.0,,0.9,1.1,5.1,5.4,6.8,1.0,1.4,1.9,2.1,0.2,0.6,,0.141,0.2,0.183,0.157,0.175,0.15,0.098,0.104,0.134,0.1,0.171,,0.1,0.2,1.4,1.1,1.9,0.0,0.1,0.3,0.5,0.0,0.0,
Paul Grant,4.3,2.8,0.3,0.1,0.6,1.1,.000,.680,13.5,2.0,.530,,,,6,20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.7,2.5,,0.2,1.7,,0.0,0.3,,0.2,0.1,,0.0,0.1,,0.3,0.7,,,,,,0.375,,0.333,0.478,,0.333,0.25,,-15.2,-21.8,,-0.1,-0.1,,-0.253,-0.319,,0.0,0.0,
Anthony Parker,16.6,5.3,3.4,1.8,0.5,2.7,.290,.721,34.0,1.7,.538,,1.7,1.4,4,21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.9,1.0,3.6,12.4,12.5,10.7,7.3,8.3,7.2,,0.7,0.0,1.7,3.9,4.1,4.0,2.9,3.0,2.7,,0.5,0.0,0.6,2.1,2.2,3.4,1.9,3.0,2.4,,0.3,0.0,0.5,1.0,1.0,1.3,0.8,0.9,0.7,,0.1,0.0,0.3,0.2,0.2,0.2,0.2,0.1,0.1,,0.3,0.0,0.7,1.0,1.1,1.4,0.9,1.1,1.0,,0.321,,0.071,0.441,0.438,0.39,0.414,0.379,0.362,,0.65,,0.727,0.835,0.816,0.834,0.789,0.779,0.625,,0.397,1.0,0.421,0.477,0.476,0.426,0.434,0.399,0.433,,0.501,1.0,0.461,0.597,0.58,0.524,0.576,0.505,0.523,,-0.8,1.7,-2.7,2.5,2.2,0.6,0.8,-1.6,-2.0,,0.4,0.0,0.2,6.5,6.2,3.4,4.9,1.5,1.4,,0.088,0.274,0.04,0.127,0.113,0.063,0.103,0.034,0.052,,0.1,0.0,0.0,2.8,2.8,1.7,1.6,0.2,0.0,
Ed Gray,15.0,3.6,1.8,1.5,0.2,1.7,.278,.704,31.4,2.9,.455,,,,5,22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.6,4.9,,1.5,0.9,,1.1,0.4,,0.5,0.4,,0.4,0.0,,1.0,1.0,,0.391,0.286,,0.846,0.757,,0.381,0.291,,0.492,0.368,,-3.6,-9.9,,0.8,-0.7,,0.083,-0.096,,-0.2,-0.7,
Bobby Jackson,15.3,6.1,4.0,2.1,0.2,2.3,.320,.786,31.5,3.0,.528,,2.1,3.4,2,23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,11.6,7.1,5.1,7.2,11.1,15.2,13.8,12.0,11.4,10.6,7.7,7.5,,4.4,2.7,2.1,3.1,3.1,3.7,3.5,3.4,3.1,3.2,2.5,2.8,,4.7,3.3,2.4,2.0,2.0,3.1,2.1,2.4,2.7,2.5,1.9,2.0,,1.5,0.8,0.7,1.1,0.9,1.2,1.0,0.6,0.9,0.9,0.6,0.9,,0.2,0.1,0.1,0.1,0.1,0.1,0.2,0.1,0.0,0.1,0.1,0.1,,2.7,1.5,0.8,1.3,1.1,1.8,1.3,1.1,1.4,1.4,0.8,0.9,,0.259,0.37,0.283,0.375,0.361,0.379,0.37,0.344,0.389,0.327,0.358,0.305,,0.814,0.772,0.776,0.739,0.81,0.846,0.752,0.862,0.733,0.774,0.79,0.851,,0.392,0.405,0.405,0.439,0.443,0.464,0.444,0.427,0.382,0.394,0.403,0.398,,0.453,0.461,0.474,0.501,0.537,0.561,0.538,0.537,0.497,0.5,0.51,0.512,,-2.2,-1.7,-0.6,0.0,1.3,2.4,1.0,-0.2,0.1,0.1,-0.1,0.1,,-0.6,1.2,2.2,3.1,5.4,5.5,3.1,1.4,3.5,2.5,3.0,1.9,,-0.014,0.062,0.101,0.091,0.148,0.157,0.124,0.126,0.095,0.088,0.105,0.1,,-0.1,0.1,0.4,0.8,1.5,1.9,0.9,0.2,0.9,0.7,0.7,0.5,
Rodrick Rhodes,12.2,3.4,2.8,1.6,0.4,2.4,.330,.760,24.4,2.7,.544,,,,6,24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,5.8,3.3,0.0,,1.2,1.3,1.0,,1.9,0.8,0.0,,1.1,0.4,2.0,,0.2,0.2,0.0,,1.7,1.5,2.0,,0.25,0.143,,,0.617,0.64,,,0.367,0.25,0.0,,0.439,0.341,0.423,,-5.9,-11.4,-12.0,,-0.9,-0.7,-0.1,,-0.04,-0.201,-0.143,,-1.0,-0.4,-0.1,
John Thomas,9.0,6.3,1.1,0.9,1.5,1.5,.000,.574,23.8,2.5,.582,,1.9,4.4,4,25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.8,4.3,2.1,2.5,0.9,,2.0,3.4,1.4,2.2,1.3,,0.3,0.4,0.2,0.4,0.1,,0.4,0.4,0.2,0.3,0.2,,0.2,0.2,0.3,0.3,0.1,,0.9,0.5,0.3,0.4,0.5,,,0.0,0.0,,,,0.759,0.563,0.39,0.587,0.75,,0.487,0.577,0.458,0.488,0.4,,0.552,0.571,0.509,0.586,0.456,,-4.7,-3.0,-8.5,-1.1,-5.0,,0.4,0.4,0.0,1.5,0.4,,0.034,0.054,-0.009,0.125,0.038,,-0.4,-0.1,-0.3,0.1,-0.4,
Charles Smith,18.9,7.7,1.8,1.2,3.1,2.2,.273,.764,32.9,3.0,.613,,[],[],4,26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.5,3.7,7.4,1.7,3.6,,0.8,1.0,2.2,0.0,0.7,,0.6,0.6,1.3,0.3,0.4,,0.4,0.7,0.9,0.3,0.2,,0.2,0.6,0.7,0.0,0.3,,0.8,0.9,1.0,0.3,0.2,,0.319,0.212,0.267,0.0,0.395,,0.545,0.438,0.646,0.75,0.625,,0.392,0.361,0.425,0.25,0.417,,0.458,0.265,0.491,0.404,0.483,,-5.9,-12.7,-5.0,-4.2,0.3,,-0.3,-0.2,-0.1,-0.5,2.0,,-0.057,-0.323,-0.024,-0.069,0.085,,-0.3,-0.1,-0.2,-0.2,0.7,
Jacque Vaughn,10.2,2.4,6.2,1.8,0.2,2.5,.333,.779,31.5,2.3,.553,,1.4,1.7,4,27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1,2.3,3.7,6.1,6.6,5.9,3.8,5.3,3.4,3.0,4.1,2.2,,0.8,0.6,0.8,1.8,2.0,1.5,1.6,1.5,1.1,1.1,1.0,0.7,,1.9,0.6,1.6,3.9,4.3,2.9,2.7,1.9,1.5,2.0,2.1,1.8,,0.2,0.3,0.4,0.6,0.8,0.8,0.6,0.6,0.5,0.4,0.3,0.2,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,1.2,0.7,1.0,1.6,1.4,1.2,1.2,0.9,0.7,0.6,0.7,0.5,,0.375,0.25,0.412,0.385,0.444,0.235,0.15,0.333,0.167,0.5,0.3,1.0,,0.706,0.833,0.75,0.78,0.825,0.776,0.779,0.835,0.728,0.754,0.763,0.889,,0.361,0.367,0.416,0.433,0.47,0.448,0.386,0.449,0.437,0.425,0.428,0.32,,0.457,0.542,0.489,0.535,0.547,0.508,0.44,0.511,0.488,0.491,0.481,0.392,,-8.4,-3.1,-4.9,-2.2,-2.8,-4.1,-6.2,-4.5,-4.6,-3.2,-4.8,-7.5,,-0.4,0.1,0.4,3.0,3.5,2.0,0.0,1.8,1.5,1.7,1.6,0.1,,-0.048,0.069,0.022,0.088,0.091,0.058,-0.002,0.062,0.06,0.107,0.069,0.02,,-0.7,0.0,-0.6,-0.1,-0.4,-0.9,-1.3,-0.9,-0.8,-0.2,-0.8,-0.4,
Keith Booth,19.5,7.9,2.6,2.0,0.6,3.2,.048,.717,34.4,2.9,.540,,2.7,2.8,4,28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.7,3.1,,0.7,2.4,,0.2,1.0,,0.0,0.6,,0.0,0.3,,0.5,1.0,,0.0,0.1,,1.0,0.5,,0.333,0.325,,0.579,0.354,,-6.9,-6.2,,0.0,-0.8,,0.107,-0.088,,0.0,-0.5,
Serge Zwikker,11.5,8.1,0.3,0.4,1.7,,.333,.758,,,.516,,1.2,3.2,4,29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mark Sanford,17.0,8.0,2.2,1.1,0.9,,.333,.697,,,.544,,2.0,0.9,3,30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Charles O'Bannon,[],[],[],[],[],[],[],[],[],[],[],[],[],[],31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.1,3.1,,1.1,1.9,,0.6,0.7,,0.3,0.1,,0.0,0.2,,0.3,0.4,,0.0,0.0,,0.8,1.0,,0.377,0.429,,0.423,0.47,,-3.6,-1.6,,0.2,0.3,,0.048,0.1,,-0.1,0.0,
James Cotton,2.9,2.7,0.4,0.6,0.3,0.9,.000,.634,13.9,2.4,.524,13.6,0.1,0.4,1,32,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7,2.5,,0.7,1.0,,0.0,0.0,,0.1,0.3,,0.1,0.0,,0.7,0.3,,0.0,0.0,,0.889,0.722,,0.381,0.333,,0.481,0.482,,-20.5,-11.4,,-0.1,0.1,,-0.104,0.071,,-0.2,-0.1,
Marko Milic,[],[],[],[],[],[],[],[],[],[],[],[],[],[],33,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.8,1.5,,0.8,0.5,,0.4,0.2,,0.3,0.3,,0.0,0.1,,0.6,0.5,,0.5,0.0,,0.647,,,0.609,0.4,,0.644,0.4,,-0.4,-9.0,,0.3,-0.1,,0.102,-0.124,,0.1,-0.1,
Bubba Wells,31.7,7.1,2.2,1.3,0.6,3.1,.423,.727,36.1,2.9,.606,,3.9,0.8,4,34,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.3,,1.7,,0.9,,0.4,,0.1,,0.8,,0.167,,0.721,,0.414,,0.474,,-5.0,,0.1,,0.013,,-0.3,
Kebu Stewart,17.0,10.0,1.2,0.9,0.5,3.6,.250,.667,35.1,2.9,.547,,,,2,35,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.7,,2.1,,0.1,,0.3,,0.1,,0.5,,,,0.64,,0.462,,0.541,,-5.5,,0.2,,0.098,,-0.1,
James Collins,16.6,5.1,2.8,1.8,0.5,2.1,.369,.670,34.9,2.7,.571,,2.9,2.1,4,36,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2.6,,0.6,,0.1,,0.3,,0.1,,0.3,,0.45,,0.571,,0.382,,0.482,,-5.2,,0.0,,0.008,,-0.1,
Marc Jackson,2.6,3.0,0.4,0.2,0.6,0.6,,.571,12.6,1.6,.468,,,,5,37,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,13.2,4.8,5.5,9.4,12.0,6.5,7.3,,7.5,3.3,2.9,5.7,5.0,3.4,3.4,,1.2,0.4,0.5,0.8,1.0,0.7,1.0,,0.7,0.3,0.3,0.5,0.4,0.2,0.4,,0.6,0.2,0.4,0.3,0.2,0.1,0.1,,1.9,0.8,0.8,1.1,1.6,1.0,1.2,,0.217,0.0,1.0,0.0,0.0,0.5,0.0,,0.802,0.825,0.765,0.79,0.828,0.805,0.874,,0.467,0.366,0.438,0.415,0.465,0.472,0.41,,0.534,0.467,0.488,0.451,0.508,0.498,0.548,,-2.4,-6.2,-5.7,-6.5,-3.7,-2.9,-3.1,,2.6,0.6,0.3,0.3,2.0,1.3,4.6,,0.089,0.059,0.093,0.042,0.092,0.1,0.111,,-0.1,-0.5,-0.2,-0.4,-0.4,-0.1,-0.6,
Jerald Honeycutt,19.9,6.5,4.2,2.4,1.5,4.4,.333,.708,32.3,2.6,.537,,2.6,2.3,4,38,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.4,1.9,,2.4,0.8,,0.9,0.2,,0.5,0.3,,0.2,0.1,,1.3,0.6,,0.377,0.294,,0.621,0.7,,0.407,0.281,,0.497,0.412,,-3.3,-6.2,,0.3,-0.1,,0.029,-0.027,,-0.2,-0.1,
Anthony Johnson,13.9,3.5,7.2,1.6,0.3,,.405,.794,34.3,,.598,,3.1,2.3,4,39,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.5,5.0,2.8,2.5,2.8,4.1,6.2,8.4,9.2,5.3,5.6,5.3,4.2,,2.2,1.5,0.9,0.8,0.9,1.2,1.8,2.8,2.2,1.5,2.0,1.8,1.5,,4.3,2.2,1.3,1.5,1.4,1.3,2.8,4.8,4.3,3.0,3.8,2.5,2.0,,0.8,0.7,0.6,0.4,0.9,0.6,0.9,0.9,0.8,0.5,0.8,0.6,0.4,,0.1,0.1,0.1,0.1,0.0,0.1,0.1,0.2,0.3,0.0,0.1,0.1,0.0,,1.6,1.3,0.6,0.6,0.6,0.6,1.0,1.5,1.5,1.1,1.2,1.0,0.8,,0.328,0.263,0.182,0.2,0.333,0.371,0.336,0.38,0.329,0.342,0.452,0.391,0.333,,0.727,0.695,0.718,0.697,0.64,0.689,0.798,0.752,0.752,0.754,0.814,0.753,0.95,,0.371,0.404,0.378,0.349,0.411,0.446,0.406,0.445,0.443,0.414,0.437,0.404,0.441,,0.437,0.467,0.425,0.405,0.459,0.39,0.408,0.375,0.465,0.512,0.497,0.526,0.52,,-4.3,-2.1,-3.6,-4.0,-3.0,-5.7,-4.5,-7.0,-1.4,-2.4,-0.5,0.1,-0.3,,0.4,1.1,0.3,0.1,0.2,-0.2,-0.1,-0.1,0.7,1.8,3.6,4.0,4.5,,0.008,0.061,0.02,0.006,0.049,-0.019,-0.013,-0.025,0.092,0.105,0.109,0.11,0.108,,-1.3,0.0,-0.3,-0.2,-0.1,-0.5,-0.2,-0.3,0.1,-0.1,0.6,0.9,0.9,
Eddie Elisma,9.7,8.2,0.9,1.0,2.0,,.250,.722,,,.552,,1.4,2.4,4,40,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jason Lawson,12.4,7.6,1.5,1.1,3.1,2.4,,.751,31.1,3.0,.657,,3.6,3.0,4,41,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.5,,1.6,,0.3,,0.2,,0.2,,0.1,,,,0.8,,0.6,,0.67,,4.8,,0.5,,0.28,,0.1,
Stephen Jackson,[],[],[],[],[],[],[],[],[],[],[],[],[],[],42,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,8.2,3.9,11.8,18.1,18.7,16.4,15.5,20.1,20.7,20.6,18.5,9.8,6.2,1.7,,2.7,1.1,3.6,4.6,4.9,3.9,3.0,4.4,5.1,5.0,4.5,3.5,2.8,1.1,,1.8,0.5,2.3,3.1,2.3,2.8,3.8,4.1,6.5,3.7,3.6,2.5,1.5,0.6,,1.1,0.7,1.6,1.8,1.3,1.3,1.1,1.3,1.5,1.6,1.2,1.1,0.7,0.7,,0.2,0.1,0.4,0.3,0.3,0.5,0.5,0.4,0.5,0.5,0.4,0.3,0.3,0.1,,1.7,1.0,2.2,2.8,2.4,2.5,2.4,2.7,3.9,3.2,3.1,2.2,1.4,0.7,,0.335,0.25,0.32,0.34,0.36,0.345,0.322,0.363,0.338,0.328,0.337,0.288,0.271,0.071,,0.719,0.706,0.76,0.785,0.83,0.786,0.813,0.832,0.826,0.779,0.816,0.825,0.7,0.5,,0.425,0.374,0.435,0.425,0.403,0.411,0.433,0.405,0.414,0.423,0.411,0.374,0.373,0.231,,0.503,0.452,0.526,0.521,0.518,0.512,0.54,0.527,0.55,0.536,0.53,0.518,0.499,0.52,,-2.1,-4.5,1.7,0.8,0.4,0.2,-0.6,-1.3,0.1,0.1,0.2,0.8,-2.6,1.2,,0.9,-0.1,4.8,4.4,3.1,4.4,4.1,1.7,2.4,4.6,2.2,5.0,0.0,5.0,,0.026,-0.024,0.102,0.072,0.082,0.073,0.079,0.069,0.089,0.077,0.045,0.077,0.008,0.085,,-0.1,-0.1,2.1,2.1,1.1,1.6,0.9,0.2,0.7,1.5,1.3,2.2,0.0,2.3,
Gordon Malone,12.7,8.6,0.9,1.0,1.1,,.313,.521,,,.569,,1.7,2.1,2,43,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Cedric Henderson,15.5,7.1,0.9,1.8,1.1,2.0,,.683,26.5,3.0,.576,,[],[],1,44,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,10.1,9.1,5.4,4.3,3.0,,4.0,3.9,2.3,1.6,0.3,,2.0,2.3,0.9,1.4,0.3,,1.2,1.2,0.6,0.5,0.5,,0.5,0.5,0.3,0.4,0.2,,2.0,1.9,1.1,1.1,0.7,,0.0,0.167,0.067,0.125,0.5,,0.716,0.813,0.663,0.652,0.571,,0.48,0.417,0.396,0.389,0.484,,0.514,0.46,0.441,0.416,0.528,,-0.5,-1.9,-5.1,-5.2,-4.5,,3.8,0.5,-0.2,-0.7,0.0,,0.072,0.015,-0.01,-0.037,0.003,,1.0,0.0,-0.9,-0.8,0.0,
God Shammgod,10.8,2.3,6.6,2.4,0.1,3.1,.208,.665,33.9,3.4,.517,20.4,1.5,2.0,2,45,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.1,,0.4,,1.8,,0.4,,0.1,,1.1,,0.0,,0.767,,0.328,,0.428,,-9.6,,-0.1,,-0.049,,-0.3,
Eric Washington,16.1,6.3,1.2,1.5,0.8,1.9,.377,.773,31.5,2.4,.556,,2.5,2.7,4,46,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,7.7,5.4,,1.9,2.3,,1.2,0.8,,0.8,0.7,,0.4,0.5,,1.1,0.9,,0.321,0.381,,0.783,0.688,,0.404,0.397,,0.478,0.517,,-4.7,-1.6,,-0.3,0.3,,-0.008,0.022,,-1.1,0.1,
Alvin Williams,17.1,5.0,3.8,1.8,0.4,2.7,.368,.742,34.2,2.5,.593,,3.7,1.7,4,47,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.0,5.0,5.3,9.8,11.8,13.2,8.8,1.0,1.0,,1.5,1.6,1.5,2.6,3.4,3.1,2.7,3.0,0.5,,1.9,2.6,2.3,5.0,5.7,5.3,4.0,0.0,1.5,,0.7,1.0,0.6,1.5,1.6,1.4,1.0,0.0,1.0,,0.1,0.2,0.2,0.3,0.3,0.3,0.2,0.0,0.0,,1.1,1.1,0.9,1.3,1.8,1.6,1.4,0.0,1.5,,0.321,0.333,0.291,0.306,0.321,0.329,0.292,0.0,0.0,,0.722,0.846,0.738,0.752,0.736,0.782,0.776,0.5,0.5,,0.443,0.401,0.397,0.43,0.415,0.438,0.405,0.0,0.0,,0.504,0.519,0.42,0.477,0.463,0.483,0.47,0.508,0.463,,-3.6,-2.9,-6.7,-3.0,-2.5,0.6,0.2,0.1,-2.4,,1.3,1.4,0.0,1.2,1.0,5.4,5.2,5.5,2.1,,0.059,0.075,-0.009,0.053,0.063,0.109,0.086,0.101,0.058,,-0.4,-0.2,-0.2,-0.3,-0.1,1.6,1.7,1.4,-0.2,
Predrag Drobnjak,[],[],[],[],[],[],[],[],[],[],[],[],[],[],48,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,6.8,9.4,6.3,8.4,,3.4,3.9,3.2,3.4,,0.8,1.0,0.6,0.7,,0.3,0.6,0.4,0.6,,0.5,0.5,0.4,0.3,,0.8,0.8,0.8,1.1,,0.0,0.353,0.306,0.352,,0.753,0.791,0.849,0.8,,0.461,0.412,0.393,0.438,,0.49,0.459,0.458,0.501,,-4.0,-3.3,-5.4,-5.0,,1.6,2.4,0.7,1.0,,0.065,0.057,0.034,0.032,,-0.6,-0.6,-0.8,-1.1,
Alain Digbeu,[],[],[],[],[],[],[],[],[],[],[],[],[],[],49,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chris Crawford,14.9,5.3,1.5,1.1,0.7,2.2,.384,.769,31.0,2.9,.560,,2.6,2.5,4,50,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,3.8,6.9,4.6,6.8,7.6,4.8,10.2,,1.0,2.1,1.8,2.3,3.6,1.4,3.1,,0.2,0.6,0.6,0.8,0.7,0.2,0.8,,0.3,0.2,0.3,0.4,0.3,0.4,0.7,,0.2,0.3,0.3,0.3,0.7,0.6,0.4,,0.5,1.1,0.7,1.3,1.4,0.4,1.0,,0.333,0.333,0.259,0.273,0.0,0.333,0.389,,0.838,0.814,0.778,0.819,0.733,0.875,0.866,,0.418,0.431,0.397,0.452,0.467,0.615,0.448,,0.536,0.504,0.476,0.519,0.514,0.726,0.544,,-2.9,-2.8,-3.4,-4.0,-5.0,4.8,-2.0,,0.9,1.3,0.6,0.6,0.1,0.2,2.7,,0.17,0.081,0.043,0.031,0.035,0.316,0.107,,-0.1,-0.2,-0.2,-0.5,-0.1,0.1,0.0,
DeJuan Wheat,17.3,2.2,4.3,1.9,0.1,2.6,.357,.743,34.9,1.6,.569,,3.3,1.2,4,51,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,1.7,4.5,,0.3,1.0,,0.7,2.2,,0.2,0.6,,0.0,0.0,,0.3,1.0,,0.471,0.367,,0.6,0.727,,0.4,0.378,,0.504,0.479,,-3.9,-4.5,,0.2,0.3,,0.072,0.024,,-0.1,-0.4,
C.J. Bruton,[],[],[],[],[],[],[],[],[],[],[],[],[],[],52,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Paul Rogers,15.0,6.3,1.0,1.0,1.0,,,.800,,,.543,,0.3,0.2,3,53,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
