-0.2,"['1998 Tariq Abdul-Wahad', '2006 Alex Acker', '2009 Hassan Adams', '2012 Blake Ahearn', '2011 Solomon Alabi', '2003 Robert Archibald', '2002 Brandon Armstrong', '2014 D.J. Augustin', '2006 Earl Barron', '2011 Earl Barron', '2003 Mengke Bateer', '2011 Jerryd Bayless', '2014 Kent Bazemore', '2002 Charlie Bell', '2002 Charlie Bell', '2004 Troy Bell', '2000 Jonathan Bender', '2005 Jonathan Bender', '1999 Corey Benjamin', '2000 Corey Benjamin', '2015 Vander Blue', '1999 Earl Boykins', '2018 Avery Bradley', '2000 A.J. Bramlett', '2008 Corey Brewer', '2003 Damone Brown', '2005 Damone Brown', '2002 Ernest Brown', '2016 Lorenzo Brown', '2008 Shannon Brown', '2004 Tierre Brown', '1999 Rick Brunson', '2001 Rick Brunson', '2004 Rodney Buford', '2006 Kevin Burleson', '2011 Rasual Butler', '2012 Rasual Butler', '2012 Will Bynum', '2015 Will Bynum', '2009 Matt Carroll', '2003 Anthony Carter', '2005 Lionel Chalmers', '2009 Jason Collins', '2011 Sherron Collins', '2016 Pat Connaughton', '2013 Daequan Cook', '2004 Omar Cook', '2018 Charles Cooke', '2003 DeSagana Diop', '2011 Goran Dragic', '2004 Bryce Drew', '1997 Nate Driggers', '2016 Cleanthony Early', '2017 Henry Ellenson', '2007 Melvin Ely', '2018 Jawun Evans', '2017 Yogi Ferrell', '2002 Isaac Fontaine', '2009 Thomas Gardner', '2017 Patricio Garino', '2013 Diante Garrett', '2008 Pat Garrity', '2007 Andreas Glyniadakis', '2012 Ryan Gomes', '1997 Devin Gray', '2018 Josh Gray', '2007 Orien Greene', '2008 Orien Greene', '2007 Eddie Griffin', '2005 Marcus Haislip', '1999 Al Harrington', '2007 Junior Harrington', '2017 Manny Harris', '2007 David Harrison', '2002 Kirk Haston', '2000 Cedric Henderson', '1999 J.R. Henderson', '2017 Darrun Hilliard', '2007 Robert Hite', '2012 Darington Hobson', '2006 Julius Hodge', '2018 John Holland', '2011 Josh Howard', '2000 Troy Hudson', '2007 Mile Ilic', '2010 Cedric Jackson', '2010 Darnell Jackson', '2000 Jermaine Jackson', '2012 Damion James', '2007 Jerome James', '2005 Britton Johnsen', '2001 Anthony Johnson', '2014 Darius Johnson-Odom', '2007 Jumaine Jones', '2011 Jason Kapono', '2010 Coby Karl', '2005 Maciej Lampe', '1997 Priest Lauderdale', '2013 Jon Leuer', '2007 Damir Markota', '2003 Sean Marks', '2013 Kendall Marshall', '2006 Desmond Mason', '2004 Roger Mason', '2006 Jason Maxiell', '2000 Walter McCarty', '1997 Amal McCaskill', '2010 Dominic McGuire', '2010 Dominic McGuire', '2015 Gal Mekel', '2004 Darko Milicic', '2005 Darko Milicic', '2006 Sergei Monia', '2016 Luis Montero', '2012 Darius Morris', '2012 Marcus Morris', '2013 Marcus Morris', '2008 Randolph Morris', '2011 Byron Mullens', '2014 Gary Neal', '2008 Demetris Nichols', '2008 Demetris Nichols', '1999 Moochie Norris', '2003 Michael Olowokandi', '2006 Andre Owens', '2004 Jannero Pargo', '2004 Jannero Pargo', '2005 Smush Parker', '2017 Gary Payton', '2013 Ronnie Price', '2013 Chris Quinn', '2011 Anthony Randolph', '2011 Andy Rautins', '2001 Jamal Robinson', '2013 Thomas Robinson', '2008 Sergio Rodriguez', '2014 Derrick Rose', '2018 Derrick Rose', '2005 Kareem Rush', '2006 Kareem Rush', '1998 Kevin Salvadori', '2009 Cheikh Samb', '2001 Pepe Sanchez', '2002 Kenny Satterfield', '2003 Predrag Savovic', '2013 Josh Selby', '2016 Kevin Seraphin', '2005 Ha Seung-Jin', '2008 Cedric Simmons', '2018 Kobi Simmons', '2014 Peyton Siva', '1998 Charles Smith', '2011 Ish Smith', '2005 Kirk Snyder', '2011 Lance Stephenson', '2002 DeShawn Stevenson', '2008 D.J. Strawberry', '2008 Robert Swift', '2001 Dragan Tarlac', '2007 Donell Taylor', '2014 Jeffery Taylor', '2012 Mychel Thompson', '2002 Jeff Trepagnier', '2004 Jeff Trepagnier', '2012 Jeremy Tyler', '2018 Tyler Ulis', '2005 Dajuan Wagner', '1997 Ben Wallace', '2011 Luke Walton', '2008 Darryl Watkins', '2009 Earl Watson', '2002 Rodney White', '2017 C.J. Wilcox', '2003 Brandon Williams', '2005 Frank Williams', '2010 Sean Williams', '2015 Nate Wolters', '2004 Qyntel Woods']"
1.4,"['1999 Tariq Abdul-Wahad', '2015 Furkan Aldemir', '2012 Al-Farouq Aminu', '2014 Pero Antic', '2008 Andrea Bargnani', '2004 Tony Battie', '2014 Jerryd Bayless', '2013 Bismack Biyombo', '2009 Andray Blatche', '2003 Mark Blount', '2000 Ryan Bowen', '2008 Aaron Brooks', '2006 Devin Brown', '2016 Chase Budinger', '2010 Caron Butler', '2015 Isaiah Canaan', '2016 Isaiah Canaan', '2000 Anthony Carter', '2011 Josh Childress', '2015 Norris Cole', '2013 Jordan Crawford', '2009 DeSagana Diop', '2004 Juan Dixon', '2001 Keyon Dooling', '2011 Semih Erden', '2011 Semih Erden', '2016 Tyreke Evans', '2017 Dorian Finney-Smith', '2003 Marcus Fizer', '2010 T.J. Ford', '2014 Evan Fournier', '2014 Joel Freeland', '2012 Aaron Gray', '2010 Richard Hamilton', '2012 Josh Harrellson', '1997 Othella Harrington', '2005 David Harrison', '2015 Udonis Haslem', '2014 Chuck Hayes', '2010 Jordan Hill', '2012 Jordan Hill', '2013 Jordan Hill', '2005 Bobby Jackson', '2004 Mike James', '2000 Antawn Jamison', '2014 Jonas Jerebko', '2014 Chris Johnson', '2002 Brevin Knight', '2018 Skal Labissiere', '2016 Shane Larkin', '2018 Shane Larkin', '2017 Joffrey Lauvergne', '2017 Meyers Leonard', '2012 Jon Leuer', '2002 Art Long', '2017 Kevon Looney', '2004 Raul Lopez', '2017 Ian Mahinmi', '2015 Jason Maxiell', '2015 Ray McCallum', '1999 Jelani McCoy', '2012 Josh McRoberts', '2015 Patty Mills', '2014 Donatas Motiejunas', '2002 Troy Murphy', '2005 Bostjan Nachbar', '2008 Juan Carlos Navarro', '2015 Jameer Nelson', '2014 Steve Novak', ""2009 Jermaine O'Neal"", ""2013 Kyle O'Quinn"", '2001 Kevin Ollie', '2005 Travis Outlaw', '2012 Anthony Parker', '2018 Tony Parker', '2016 Cameron Payne', '2007 Kendrick Perkins', '2004 Scot Pollard', '2016 Ronnie Price', '2010 Joel Przybilla', '2006 Vladimir Radmanovic', '2010 Nate Robinson', '1997 Roy Rogers', '2017 Terry Rozier', '2014 Robert Sacre', '2005 John Salmons', '2005 Brian Scalabrine', '2007 Kirk Snyder', '2013 Marreese Speights', '2013 Marreese Speights', '2017 Nik Stauskas', '2004 Mike Sweetney', '2008 Stromile Swift', '2018 Milos Teodosic', '2010 Tyrus Thomas', '2010 Ronny Turiaf', '2014 Evan Turner', '2012 Beno Udrih', '2015 Charlie Villanueva', '2010 Sasha Vujacic', '1998 Samaki Walker', '1998 Alvin Williams', '2001 Jerome Williams', '2008 Shawne Williams', '2002 Metta World Peace', '2009 Antoine Wright', '2002 Lorenzen Wright', '2010 Nick Young', '2015 Thaddeus Young']"
2.2,"['2000 Tariq Abdul-Wahad', '2018 Alex Abrines', '2015 Cole Aldrich', '2012 Trevor Ariza', '2009 J.J. Barea', '2010 J.J. Barea', '2012 Andrea Bargnani', '2017 Brandon Bass', '2012 Rodrigue Beaubois', '2009 Charlie Bell', '2005 Raja Bell', '2013 Patrick Beverley', '2015 Tarik Black', '2013 DeJuan Blair', '2007 Steve Blake', '2007 Matt Bonner', '2004 Calvin Booth', '2015 Carlos Boozer', '1998 Bruce Bowen', '2014 Aaron Brooks', '2007 Greg Buckner', '2015 Nick Collison', '2009 Daequan Cook', '2012 Stephen Curry', '2013 Samuel Dalembert', '2014 Luol Deng', '1999 Michael Dickerson', '2014 Gorgui Dieng', '1999 Michael Doleac', '2010 Toney Douglas', '1999 Jamie Feick', '2014 Raymond Felton', '2010 Randy Foye', '1998 Dean Garrett', '2018 Manu Ginobili', '2009 Joey Graham', '2010 Willie Green', '1999 Othella Harrington', '2010 Brendan Haywood', '2016 Roy Hibbert', '2015 Rodney Hood', '2015 Joe Ingles', '2000 Bobby Jackson', '2009 Stephen Jackson', '2005 Mike James', '2010 Jared Jeffries', '2012 Ivan Johnson', '2007 James Jones', '2014 Enes Kanter', '2014 Ryan Kelly', '2016 Meyers Leonard', '2012 John Lucas III', '2003 Todd MacCulloch', '2018 Ian Mahinmi', '1998 Matt Maloney', '2007 Sean May', '2013 Josh McRoberts', '2014 Andre Miller', '2000 Mikki Moore', '2016 Larry Nance', '2009 Rasho Nesterovic', '2017 Joakim Noah', '2017 Nerlens Noel', '2009 Steve Novak', '2010 Greg Oden', '2003 Lamar Odom', '2016 Elfrid Payton', '2016 Miles Plumlee', '1999 Vitaly Potapenko', '2013 A.J. Price', '2009 Zach Randolph', '2017 Josh Richardson', '2018 Andre Roberson', '2013 Brian Roberts', '2014 Brian Roberts', '2003 Eddie Robinson', '2010 Nate Robinson', '2016 Dennis Schroder', '2009 Thabo Sefolosha', '2015 Alexey Shved', '2012 Jason Smith', '2006 Kirk Snyder', '2016 Lance Stephenson', ""2015 Amar'e Stoudemire"", '2014 Rodney Stuckey', '2000 Kenny Thomas', '2001 Kenny Thomas', '1999 Tim Thomas', '2002 Tim Thomas', '2004 Tim Thomas', '2005 Tim Thomas', '2007 Tyrus Thomas', '2010 Al Thornton', '2013 Beno Udrih', '2011 Anderson Varejao', '2011 Sasha Vujacic', '2011 John Wall', '2016 T.J. Warren', '2005 Mo Williams', '2014 Mo Williams', '2007 Shelden Williams', '2006 Metta World Peace', '2008 Dorell Wright', '1999 Lorenzen Wright', '2000 Lorenzen Wright']"
2.0,"['2000 Tariq Abdul-Wahad', '2013 Arron Afflalo', '1999 Shandon Anderson', '2018 Lonzo Ball', '2010 Brandon Bass', '2005 Tony Battie', '2012 Jerryd Bayless', '2010 Rodrigue Beaubois', '2002 Jonathan Bender', '2008 Matt Bonner', '2017 Devin Booker', '2004 Kedrick Brown', '2001 Greg Buckner', '2006 Jason Collins', '2005 Brian Cook', '2016 Robert Covington', '2003 Austin Croshere', '2011 Dante Cunningham', '2011 Marquis Daniels', '2014 Glen Davis', '2005 Juan Dixon', '2006 Melvin Ely', '2007 Daniel Gibson', '2008 Drew Gooden', '2015 Jeff Green', '2003 Donnell Harvey', '2016 Gerald Henderson', '2017 Gerald Henderson', '2003 Marc Jackson', '2015 Reggie Jackson', '2005 Mike James', '2013 Jonas Jerebko', '2002 Joe Johnson', '2016 Tyler Johnson', '2009 Dahntay Jones', '2012 Dahntay Jones', '2001 Trajan Langdon', '2014 Jon Leuer', '2002 Tyronn Lue', '2006 Jamaal Magloire', '2003 Desmond Mason', '2009 JaVale McGee', '1998 Tracy McGrady', '2001 Nazr Mohammed', '2004 Nazr Mohammed', '2013 Marcus Morris', '2015 Shabazz Muhammad', '2017 Jusuf Nurkic', '2017 Kelly Oubre', '2007 Jannero Pargo', '2012 Kendrick Perkins', '2007 Lawrence Roberts', '2012 Ricky Rubio', '2016 Brandon Rush', '2014 Ramon Sessions', '2014 Iman Shumpert', '2004 Bobby Simmons', '2016 Jonathon Simmons', '2017 Jonathon Simmons', '2015 Kyle Singler', '2002 Charles Smith', '2008 Rodney Stuckey', '2016 Rodney Stuckey', '2010 Hasheem Thabeet', '2005 Kenny Thomas', '2014 Hollis Thompson', '2014 Marcus Thornton', '2003 Jacque Vaughn', '2006 Sasha Vujacic', '2000 Samaki Walker', '2018 Taurean Waller-Prince', '2006 Luke Walton', '2009 Luke Walton', '2007 Earl Watson', '2013 Tyler Zeller']"
0.2,"['2000 Tariq Abdul-Wahad', '2014 Quincy Acy', '2011 Jeff Adrien', '2011 Alexis Ajinca', '2012 Solomon Alabi', '2011 Cole Aldrich', '2013 Cole Aldrich', '2013 James Anderson', '2014 Joel Anthony', '2004 Robert Archibald', '2009 Gilbert Arenas', '2008 Trevor Ariza', '2016 Jeff Ayres', '1999 Toby Bailey', '2011 Renaldo Balkman', '2006 Marcus Banks', '2016 Andrea Bargnani', '2002 Erick Barkley', '2011 Earl Barron', '1999 Drew Barry', '2006 Eddie Basden', '2007 Esteban Batista', '2004 Lonny Baxter', '2014 Kent Bazemore', '2017 Malik Beasley', '2011 Rodrigue Beaubois', '2006 Jonathan Bender', '2009 Chauncey Billups', '2018 Jabari Bird', '2012 Eric Bledsoe', '2006 Mark Blount', '2017 Joel Bolomboy', '2002 Ruben Boumtje-Boumtje', '2000 Cal Bowdler', '2006 Ryan Bowen', '1997 Mark Bradtke', '2004 Torraye Braggs', '2004 Torraye Braggs', '2016 Elton Brand', '2003 Jamison Brewer', '2008 Primoz Brezec', '2007 Dee Brown', '2018 Lorenzo Brown', '2003 Tierre Brown', '2015 Kobe Bryant', '2014 Reggie Bullock', '2018 Dwight Buycks', '2014 Isaiah Canaan', '2002 Brian Cardinal', '2002 Anthony Carter', '2011 Anthony Carter', '2015 Ian Clark', '1999 Keon Clark', '2014 Victor Claver', '2005 Speedy Claxton', '1999 Keith Closs', '2009 Jarron Collins', '2012 Jason Collins', '2017 Quinn Cook', '2015 Jack Cooley', '2015 Bryce Cotton', '2003 Chris Crawford', '2001 Vonteego Cummings', '2014 Jared Cunningham', '2014 Troy Daniels', '2015 Troy Daniels', '2000 Kornel David', '2015 Brandon Davies', '2007 Paul Davis', '2009 Paul Davis', '1999 Ricky Davis', '2001 Ricky Davis', '2016 Bryce Dejean-Jones', '2013 Keyon Dooling', '2014 Toney Douglas', '2011 Chris Duhon', '2006 John Edwards', '2009 Monta Ellis', '2013 Kim English', '2003 Evan Eschmeyer', '2010 Reggie Evans', '1997 Jamie Feick', '1997 Jamie Feick', '2015 Raymond Felton', '2011 T.J. Ford', '2012 T.J. Ford', '2003 Danny Fortson', '2006 Danny Fortson', '2015 Tim Frazier', '2013 Joel Freeland', '2000 Todd Fuller', '2018 Markelle Fultz', '2007 Pat Garrity', '2008 Mickael Gelabale', '2018 Marcus Georges-Hunt', '2018 Jonathan Gibson', '2008 Eddie Gill', '2012 Mickell Gladness', '2014 Archie Goodwin', '2015 Archie Goodwin', '2010 Danny Green', '2008 Jeff Green', '2006 Anthony Grundy', '2014 Jorge Gutierrez', '1997 Steve Hamer', '2002 Tang Hamilton', '2013 Ben Hansbrough', '2004 Travis Hansen', '2000 Matt Harpring', '2015 Joe Harris', '2017 Udonis Haslem', '2008 Trenton Hassell', '1997 Michael Hawkins', '2009 Brendan Haywood', '2009 Luther Head', '2011 Xavier Henry', '2012 Xavier Henry', '2008 Walter Herrmann', '2012 Jordan Hill', '2007 Julius Hodge', '2007 Ryan Hollins', '2012 Ryan Hollins', '2017 Josh Huestis', '2006 Kris Humphries', '2005 Brandon Hunter', '2009 Othello Hunter', '2018 Andre Ingram', '2018 Jonathan Isaac', '2005 Royal Ivey', '2011 Royal Ivey', '2012 Royal Ivey', '2003 Jermaine Jackson', '2018 Mike James', '2009 Dontell Jefferson', '2016 John Jenkins', '2008 Alexander Johnson', '2006 Amir Johnson', '2000 Anthony Johnson', '2018 Brice Johnson', '2011 Chris Johnson', '2011 Chris Johnson', '2013 Chris Johnson', '2012 JaJuan Johnson', '2014 Orlando Johnson', '2012 Dominique Jones', '2013 James Jones', '2013 Kevin Jones', '2015 Perry Jones', '2012 Solomon Jones', '2008 Coby Karl', '2016 Sasha Kaun', '1999 Gerard King', '2005 Kerry Kittles', '2003 Brevin Knight', '2003 Travis Knight', '2011 Kosta Koufos', '2013 Jeremy Lamb', '2004 Sean Lampley', '2017 Nicolas Laprovittola', '2014 Alex Len', '2013 Jon Leuer', '2002 Randy Livingston', '2013 Shaun Livingston', '1999 Tyronn Lue', '2013 Shelvin Mack', '2008 Ian Mahinmi', '2005 Sean Marks', '2010 Sean Marks', '2006 Rawle Marshall', '2015 Kenyon Martin', '2004 Roger Mason', '2011 Roger Mason', '2014 CJ McCollum', '2010 Tracy McGrady', '1999 Jeff McInnis', '2004 Keith McLeod', '2016 Jordan McRae', '2007 Stanislav Medvedenko', '2009 Pops Mensah-Bonsu', '2009 Pops Mensah-Bonsu', '2008 Darko Milicic', '2018 Malcolm Miller', '2014 Tony Mitchell', '2005 Jerome Moiso', ""2012 E'Twaun Moore"", ""2013 E'Twaun Moore"", '2013 Darius Morris', '2018 Monte Morris', '2002 Terence Morris', '2017 Donatas Motiejunas', '2011 Timofey Mozgov', '2017 Emmanuel Mudiay', '2012 Byron Mullens', '2014 Mike Muscala', ""2006 Boniface N'Dong"", '2004 Lee Nailon', '2004 Lee Nailon', '1997 Ruben Nembhard', '2001 Ira Newble', ""1998 Charles O'Bannon"", ""2008 Patrick O'Bryant"", '2011 Mehmet Okur', '2011 Larry Owens', '2003 Milt Palacio', '2005 Jannero Pargo', '2000 Anthony Parker', '2017 Chandler Parsons', '2016 Lamar Patterson', '1999 Ruben Patterson', '2008 Sasha Pavlovic', '2011 Sasha Pavlovic', '2018 Gary Payton', '2009 Johan Petro', '2007 Kevinn Pinkney', '2017 Marshall Plumlee', '2018 Marshall Plumlee', '2007 Scot Pollard', '2001 Chris Porter', '2003 Vitaly Potapenko', '2003 Efthimi Rentzias', '2006 Anthony Roberson', '2009 Anthony Roberson', '1997 Chris Robinson', '2002 Eddie Robinson', '2004 Michael Ruffin', '2005 Kareem Rush', '2003 Soumaila Samake', '2006 Jamal Sampson', '2007 Jamal Sampson', '2006 Melvin Sanders', '2010 Brian Scalabrine', '1997 Shawnelle Scott', '2001 Shawnelle Scott', '2008 Mouhamed Sene', '2009 Mouhamed Sene', '2011 Kevin Seraphin', '2005 Ansu Sesay', '2014 Alexey Shved', '2014 Henry Sims', '2014 Chris Singleton', '2010 James Singleton', '2005 Donta Smith', '2012 Greg Smith', '2014 Greg Smith', '2016 Greg Smith', '2012 Ish Smith', '2005 J.R. Smith', '2001 Jabari Smith', '2015 Josh Smith', '2002 Leon Smith', '2005 Pape Sow', '2001 Vladimir Stepania', '1998 Kebu Stewart', '2000 Michael Stewart', '2004 Michael Stewart', '2004 Michael Stewart', '2014 Julyan Stone', '2008 Awvee Storey', '2012 DaJuan Summers', '2001 Bruno Sundov', '2016 Edy Tavares', '2006 Donell Taylor', '1999 Johnny Taylor', '2005 Maurice Taylor', '2010 Sebastian Telfair', '2014 Jason Terry', '2006 Billy Thomas', '2010 Etan Thomas', '2011 Etan Thomas', '2005 James Thomas', '2005 James Thomas', '2013 Malcolm Thomas', '2015 Anthony Tolliver', '2003 Oscar Torres', '2003 Jeff Trepagnier', '2009 Alando Tucker', '2010 Roko Ukic', '2017 Jarrod Uthoff', '2012 Ben Uzoh', '2017 Fred VanVleet', '2018 Rashad Vaughn', '2016 Charlie Villanueva', '2008 Jake Voskuhl', '2005 Sasha Vujacic', '2005 Antoine Walker', '2014 Casper Ware', '2011 Willie Warren', '2018 Travis Wear', '2005 David West', '2011 Mario West', '1998 DeJuan Wheat', '1999 Jahidi White', '2018 Okaro White', '2012 Hassan Whiteside', '2016 Alan Williams', '2011 Jason Williams', '1997 Jerome Williams', '2008 Justin Williams', '2008 Marcus Williams', '2004 Mo Williams', '2015 Reggie Williams', '2017 Reggie Williams', '2000 Shammond Williams', '2003 Qyntel Woods', '2008 Antoine Wright', '2006 Bracey Wright', '2006 Dorell Wright', '2012 Sam Young', '2012 Sam Young', '2000 Tim Young']"
-0.4,"['2001 Tariq Abdul-Wahad', '2008 Maurice Ager', '2002 William Avery', '2011 Luke Babbitt', '2008 Earl Barron', '2011 Earl Barron', ""2018 DeAndre' Bembry"", '2014 Anthony Bennett', '2014 Kobe Bryant', '2016 Kobe Bryant', '2006 Antonio Burks', '2004 Zarko Cabarkapa', '2003 Mateen Cleaves', '2008 Daequan Cook', '2001 Bryce Drew', '2015 Larry Drew', '2015 Cleanthony Early', '1998 Chris Garner', '2001 Chris Garner', '2008 Gerald Green', '2008 Gerald Green', '2003 Darvin Ham', '2003 Junior Harrington', '2003 Kirk Haston', '1997 Shane Heal', '2009 Marko Jaric', '1999 Charles Jones', '2004 Dahntay Jones', '2013 Doron Lamb', '2013 Doron Lamb', '1999 Rashard Lewis', '2000 Roshown McLeod', '2014 Gal Mekel', '2014 Nemanja Nedovic', '2001 Michael Olowokandi', '2018 Xavier Rathan-Mayes', '2003 Antoine Rigaudeau', '2014 Brandon Rush', '2012 Walker Russell', '2011 Mustafa Shakur', '2013 Ish Smith', '2005 Theron Smith', '2001 DeShawn Stevenson', '2010 DeShawn Stevenson', '2003 Bruno Sundov', '2009 Mike Taylor', '2013 Tyshawn Taylor', '2005 Sebastian Telfair', '2011 Garrett Temple', '2015 Lance Thomas', '2005 Nikoloz Tskitishvili', '2009 Roko Ukic', '1998 Jacque Vaughn', '2008 Von Wafer', '2012 Luke Walton', '2011 Sonny Weems', '2003 Jiri Welsch', '2008 Delonte West', '2003 Rodney White', '2006 Mike Wilks', '2012 Shawne Williams', '2011 Terrence Williams']"
2.9,"['1997 Shareef Abdur-Rahim', '2014 Steven Adams', '2009 Rafer Alston', '2010 Lou Amundson', '2015 Carmelo Anthony', '2006 Chucky Atkins', '2012 Marco Belinelli', '2015 Marco Belinelli', '2018 Jordan Bell', '2006 Andris Biedrins', '2017 Bismack Biyombo', '2018 Bismack Biyombo', '2018 Bogdan Bogdanovic', '2017 Bojan Bogdanovic', '2018 Trevor Booker', '2006 Earl Boykins', '2012 Vince Carter', '2017 Willie Cauley-Stein', '2011 Mario Chalmers', '2010 Tyson Chandler', '2010 Darren Collison', '2014 Dante Cunningham', '2011 Samuel Dalembert', '2006 Ricky Davis', '2007 Carlos Delfino', '2018 Gorgui Dieng', '2011 Keyon Dooling', '2008 Jared Dudley', '2006 Francisco Elson', '2000 Tony Farmer', '2011 Derrick Favors', '2006 Steve Francis', '1999 Dean Garrett', '2018 Aaron Gordon', '2015 Eric Gordon', '2017 Jerami Grant', '2018 Danny Green', '2003 Adrian Griffin', '2006 Adrian Griffin', '2016 Maurice Harkless', '2012 Spencer Hawes', '2008 Jarvis Hayes', '2011 Brendan Haywood', '2011 Zydrunas Ilgauskas', '2015 Reggie Jackson', '2003 Jumaine Jones', '2014 Cory Joseph', '2007 Chris Kaman', '2012 Carl Landry', '1998 Walter McCarty', '2004 Walter McCarty', '2017 Rodney McGruder', '2004 Chris Mihm', '2009 C.J. Miles', '2018 C.J. Miles', '2012 Andre Miller', '2005 Cuttino Mobley', '2010 Jamario Moon', '2014 Kelly Olynyk', '2005 Zaza Pachulia', '2007 Morris Peterson', '2015 Quincy Pondexter', '2002 Jason Richardson', '2017 Terrence Ross', '2013 Ramon Sessions', '2015 Marcus Smart', '2016 Marcus Smart', '2003 Vladimir Stepania', '2005 Stromile Swift', '2003 Tim Thomas', '2011 Jason Thompson', '2013 P.J. Tucker', '1998 Ben Wallace', '2008 Earl Watson', '2014 Marvin Williams', '2001 Shammond Williams', '2015 Brandan Wright', '2011 Sam Young', '2018 Tyler Zeller']"
6.9,"['1998 Shareef Abdur-Rahim', '2004 Ray Allen', '2018 Bradley Beal', '2009 Mike Bibby', '2012 Chris Bosh', '2004 Marcus Camby', '2004 Samuel Dalembert', '2008 Samuel Dalembert', '2007 Pau Gasol', '2009 Ben Gordon', '2011 Danny Granger', '2013 J.J. Hickson', '2017 Andre Iguodala', '2000 Allen Iverson', '2002 Allen Iverson', '2016 Reggie Jackson', '1997 Kerry Kittles', '2012 Ty Lawson', '2007 David Lee', '2008 Corey Maggette', '2001 Jeff McInnis', '2018 Khris Middleton', '2003 Cuttino Mobley', '2009 Lamar Odom', '2011 Jason Richardson', '2016 Jonas Valanciunas']"
4.6,"['1999 Shareef Abdur-Rahim', '2017 Harrison Barnes', '2017 Nicolas Batum', '2010 Michael Beasley', '2010 DeJuan Blair', '2006 Primoz Brezec', '2009 Rasual Butler', '2010 Marcus Camby', '2007 Matt Carroll', '2004 Kelvin Cato', '2005 Josh Childress', '2007 Nick Collison', '2001 Tony Delk', '2007 Boris Diaw', '2016 Jared Dudley', '2013 Monta Ellis', '2008 Maurice Evans', '2015 Tyreke Evans', '2012 Kenneth Faried', '2014 Randy Foye', '2008 Pau Gasol', '2009 Eric Gordon', '2017 Gary Harris', '2007 Allen Iverson', '2005 Marc Jackson', '2008 Stephen Jackson', '2010 Al Jefferson', '2009 Andrei Kirilenko', '2006 Kyle Korver', '2007 Kyle Korver', '2010 Wesley Matthews', '2003 Andre Miller', '2007 Cuttino Mobley', '2005 Nazr Mohammed', '2015 Markieff Morris', '2009 Greg Oden', '2017 Mason Plumlee', '2002 Michael Redd', '2016 Rajon Rondo', '2012 Tiago Splitter', '2006 Wally Szczerbiak', '2003 Kenny Thomas', '2009 Tyrus Thomas', '2004 Dwyane Wade', '2008 Gerald Wallace']"
8.8,"['2000 Shareef Abdur-Rahim', '2010 LaMarcus Aldridge', '2014 DeMar DeRozan', '2006 Manu Ginobili', '2003 Matt Harpring', '2013 Al Horford', '2007 Josh Howard', '2004 Andre Miller', '2009 Andre Miller', '2004 Steve Nash', '2007 Mehmet Okur', '2007 Chris Paul', '2015 Klay Thompson', '2007 Dwyane Wade', '2017 John Wall']"
